ClaimAmount,Area_A,Area_B,Area_C,Area_D,Area_E,Area_F,VehBrand_B1,VehBrand_B10,VehBrand_B11,VehBrand_B12,VehBrand_B13,VehBrand_B14,VehBrand_B2,VehBrand_B3,VehBrand_B4,VehBrand_B5,VehBrand_B6,VehGas_Diesel,VehGas_Regular,Region_R11,Region_R21,Region_R22,Region_R23,Region_R24,Region_R25,Region_R26,Region_R31,Region_R41,Region_R42,Region_R43,Region_R52,Region_R53,Region_R54,Region_R72,Region_R73,Region_R74,Region_R82,Region_R83,Region_R91,Region_R93,Region_R94,Exposure,VehPower,VehAge,DrivAge,BonusMalus,Density
1204.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47319079369133266,1.7526666989647162,-1.2303011050187882,1.3527685956306832,-0.756128243222668,-0.4714083710158283
602.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.452697691482487,0.7612229172133294,-1.4238941311955935,-0.3485276975957218,-0.7064843887554033,6.002128971993788
1204.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31355484797170874,0.2655010263376359,-1.036708078841983,0.8083537817982335,0.7331873907952757,1.0189922552517212
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.2189502309366829,0.7612229172133294,-1.4238941311955935,1.8971834094631326,-0.756128243222668,-0.2821053901165973
1204.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18584609139600936,0.2655010263376359,-1.2303011050187882,-0.8929425114281714,-0.061114280680960954,3.4278006175316564
602.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.058137334820309944,1.7526666989647162,-1.2303011050187882,-0.8929425114281714,0.7331873907952757,1.7517004935038207
602.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31355484797170874,0.2655010263376359,-1.036708078841983,1.2166648921725707,-0.756128243222668,-0.40198126253882605
556.14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8677511503535099,-0.23022086453805757,-0.4559290003115671,-0.416579549324778,-0.756128243222668,0.4152887133738437
1278.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9316055286413594,-0.23022086453805757,-0.2623359741347618,-1.4373573252606209,1.7260644801405716,-0.40798706777040067
2185.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5689723611231072,-0.23022086453805757,-0.8431150526651776,-0.756838807970059,0.9814066631315997,-0.39453406405167357
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.6340036898077057,1.7526666989647162,-1.036708078841983,1.284716743901627,-0.756128243222668,-0.3219839368542526
1128.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.19728017833108852,1.2569448080890226,-1.2303011050187882,0.8083537817982335,-0.756128243222668,-0.4416195770672183
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900645239642348,0.2655010263376359,-1.4238941311955935,0.12783526450767158,-0.756128243222668,-0.42095960707060176
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1550958526488333,1.7526666989647162,-1.4238941311955935,0.19588711623672778,-0.756128243222668,-0.19442063373560836
358.12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19728017833108852,-0.23022086453805757,0.5120361305724593,-1.5734610287187334,0.9814066631315997,-0.34672785440833986
1204.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6123336372021112,0.2655010263376359,0.31844310439565404,1.4208204473597392,-0.756128243222668,-0.4730899964806692
1128.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48462488062641185,-0.23022086453805757,0.5120361305724593,-0.756838807970059,-0.40862126195181453,0.17409557527380828
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.058137334820309944,-0.23022086453805757,-0.2623359741347618,0.12783526450767158,-0.756128243222668,-0.286189337674068
1204.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8243898742745057,1.7526666989647162,-0.2623359741347618,-0.1443721424085532,-0.756128243222668,-0.4800567305492957
138.78,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695714217553891,1.2569448080890226,0.5120361305724593,-0.756838807970059,0.6338996818607462,-0.22228757001011443
556.14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0695714217553891,1.2569448080890226,0.5120361305724593,-0.756838807970059,0.6338996818607462,-0.22228757001011443
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9213483921030292,-1.2216646462894445,-1.4238941311955935,1.8971834094631326,0.3360365550571574,-0.3798798992866316
1204.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6328267394109569,-0.725942755413751,-1.2303011050187882,-0.2124239941376094,-0.40862126195181453,0.8275271844691233
1204.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.4424405549441568,-0.725942755413751,0.31844310439565404,-0.8929425114281714,-0.5575528253536088,-0.23069569733431886
556.14,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5382221223759314,-1.2216646462894445,-1.4238941311955935,-0.8248906596991151,-0.5575528253536088,6.002128971993788
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.19728017833108852,0.2655010263376359,-1.2303011050187882,0.12783526450767158,-0.756128243222668,-0.1881745962947708
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.9852027703908786,0.2655010263376359,-1.4238941311955935,1.0125093369854021,-0.756128243222668,-0.40486404904998186
1607.84,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5689723611231072,-0.725942755413751,-1.2303011050187882,1.8291315577340765,-0.756128243222668,6.002128971993788
958.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.058137334820309944,0.2655010263376359,-1.4238941311955935,0.9444574852563459,-0.756128243222668,-0.4538714197396305
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.058137334820309944,0.2655010263376359,-1.4238941311955935,0.9444574852563459,-0.756128243222668,-0.4538714197396305
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.31355484797170874,0.2655010263376359,-0.6495220264883723,1.5569241508178517,-0.011470426213696159,-0.1881745962947708
716.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5689723611231072,-0.23022086453805757,-1.036708078841983,-1.09709806661534,1.7260644801405716,-0.1980241168745531
172.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.7400423937778104,-0.23022086453805757,0.12485007821884876,-1.3012536218025086,-0.061114280680960954,-0.36642689556790453
1204.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.19728017833108852,-0.23022086453805757,0.5120361305724593,-0.6207351045119466,0.7331873907952757,-0.06637686619843816
819.81,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8563170634184305,-1.2216646462894445,-1.036708078841983,0.263938967965784,-0.756128243222668,0.1519942120216138
1128.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7605354959866564,0.2655010263376359,-1.4238941311955935,0.8083537817982335,-0.061114280680960954,-0.1139428436325089
1204.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.378586176656307,-0.725942755413751,-0.8431150526651776,-1.7095647321768457,1.4778452078042477,-0.3621027158011708
1128.12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19728017833108852,2.2483885898404097,-1.4238941311955935,1.3527685956306832,-0.756128243222668,0.24976872119164809
192.26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058137334820309944,-0.725942755413751,-0.8431150526651776,0.05978341277861538,0.48496811845895177,0.06310829459430993
1204.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058137334820309944,-0.725942755413751,-0.8431150526651776,0.05978341277861538,0.48496811845895177,0.06310829459430993
398.96,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.16535298918716368,-0.725942755413751,-1.4238941311955935,-0.1443721424085532,-0.756128243222668,-0.11874748781776856
61469.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3147317983684572,0.7612229172133294,-1.2303011050187882,1.7610797060050203,-0.756128243222668,0.26298149270111215
5340.29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.1767659052544275,2.744110480716103,-0.6495220264883723,1.6249760025469078,-0.756128243222668,-0.4824590526419255
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.676188015489961,0.2655010263376359,-1.4238941311955935,-0.9609943631572275,1.2296259354679238,-0.2489533452383056
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5689723611231072,2.2483885898404097,-1.2303011050187882,0.263938967965784,-0.756128243222668,-0.08247242421905805
1128.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.026210145676385094,-1.2216646462894445,-1.2303011050187882,0.8083537817982335,-0.756128243222668,-0.29772048371869125
1204.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8996783394974347,0.2655010263376359,-1.036708078841983,-0.5526832527828904,0.7331873907952757,0.24976872119164809
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.2508774200806079,0.2655010263376359,-1.2303011050187882,0.12783526450767158,-0.756128243222668,-0.286189337674068
1320.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.5382221223759314,-1.2216646462894445,-1.2303011050187882,0.5361463748820088,-0.756128243222668,-0.47933603392150675
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8882442525623554,-1.2216646462894445,-1.2303011050187882,1.4888722990887955,-0.756128243222668,-0.44474259578763714
33441.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8255668246712546,-0.23022086453805757,-0.6495220264883723,1.8971834094631326,-0.756128243222668,0.44507750732245366
1182.58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5484792589142615,-0.725942755413751,-0.06874294795795652,-0.9609943631572275,1.2296259354679238,-0.36786828882348244
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34548203711563363,0.2655010263376359,-1.2303011050187882,1.693027854275964,1.7260644801405716,-0.2929158395334316
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5689723611231072,0.2655010263376359,-1.2303011050187882,-1.5054091769896771,1.2296259354679238,-0.3231850979005675
4163.88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.2828046092245327,-1.2216646462894445,-1.4238941311955935,-1.5734610287187334,1.7260644801405716,-0.4714083710158283
556.14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.602076500663781,-1.2216646462894445,-0.8431150526651776,-1.4373573252606209,0.9814066631315997,-0.13147979490870668
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5689723611231072,0.7612229172133294,-0.8431150526651776,1.693027854275964,-0.756128243222668,-0.4509886332284747
2315.77,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.2828046092245327,-1.2216646462894445,-1.4238941311955935,-1.5734610287187334,1.7260644801405716,-0.4714083710158283
602.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8563170634184305,-1.2216646462894445,-1.036708078841983,0.4000426714238964,0.7331873907952757,-0.27898237139617854
774.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.72978525723948,0.7612229172133294,-0.4559290003115671,1.3527685956306832,-0.756128243222668,-0.4536311875303675
452.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9316055286413594,0.2655010263376359,-0.06874294795795652,-0.8929425114281714,0.7331873907952757,-0.45915652834341614
556.14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.3466589875123822,2.2483885898404097,-1.2303011050187882,-0.1443721424085532,-0.7064843887554033,-0.44426213136911114
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7081152046338858,-0.23022086453805757,-1.2303011050187882,-1.09709806661534,0.08781728272083343,-0.29772048371869125
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.48462488062641185,-0.725942755413751,-0.6495220264883723,0.5361463748820088,-0.756128243222668,-0.3375990304563465
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.058137334820309944,-1.2216646462894445,-0.8431150526651776,0.6722500783401212,-0.756128243222668,-0.17328019932046582
1015.53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.026210145676385094,1.2569448080890226,0.31844310439565404,-0.6887869562410027,-0.756128243222668,-0.475972782991825
1204.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6008995502670321,-0.725942755413751,1.4800012614564857,0.6041982266110649,-0.756128243222668,1.0254785249018217
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.697858068095555,0.7612229172133294,-1.2303011050187882,0.8083537817982335,-0.6071966798208737,-0.4401781838116404
300.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2189502309366829,0.7612229172133294,-1.4238941311955935,-1.5054091769896771,2.3217907337477492,0.5296392449830238
602.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10149861089931396,0.2655010263376359,-1.2303011050187882,1.9652352611921888,-0.756128243222668,3.6334393886607703
1204.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5689723611231072,-1.2216646462894445,-1.2303011050187882,-1.3012536218025086,0.7331873907952757,-0.47669347961961395
5287.86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.3466589875123822,-0.725942755413751,-1.036708078841983,-0.5526832527828904,-0.756128243222668,-0.4557932774137344
687.96,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7400423937778104,-0.725942755413751,-0.6495220264883723,0.6041982266110649,-0.756128243222668,0.5711994171855199
554.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0593142852170587,0.7612229172133294,-0.8431150526651776,0.8083537817982335,-0.756128243222668,-0.3873270977737841
139477.15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.3147317983684572,0.2655010263376359,-0.8431150526651776,0.6041982266110649,-0.6568405342881385,-0.16559276862405034
15600.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.3147317983684572,0.2655010263376359,-0.8431150526651776,0.6041982266110649,-0.6568405342881385,-0.16559276862405034
564.06,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.9852027703908786,-0.23022086453805757,-1.4238941311955935,-1.4373573252606209,0.2367488461226278,-0.4449828279969001
556.14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8677511503535099,0.7612229172133294,-1.2303011050187882,-1.3693054735315646,0.5346119729262165,0.18658765015548343
677.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.22920736747501338,2.744110480716103,-0.8431150526651776,1.7610797060050203,-0.756128243222668,-0.46179908264530894
107.57,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.602076500663781,0.2655010263376359,0.12485007821884876,-0.9609943631572275,0.48496811845895177,-0.4706876743880393
31232.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7400423937778104,0.7612229172133294,-1.4238941311955935,-0.4846314010538342,-0.2596896985500201,-0.12379236421229121
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7400423937778104,0.7612229172133294,-1.4238941311955935,-0.4846314010538342,-0.2596896985500201,-0.12379236421229121
556.14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.058137334820309944,-0.725942755413751,-0.6495220264883723,0.9444574852563459,-0.756128243222668,-0.4562737418322603
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8677511503535099,-1.2216646462894445,-0.8431150526651776,1.0805611887144584,-0.756128243222668,-0.4598772249712051
1204.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0695714217553891,-1.2216646462894445,-1.4238941311955935,0.8764056335272897,-0.756128243222668,0.3398557996652669
1204.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6008995502670321,0.7612229172133294,-1.4238941311955935,0.8764056335272897,-0.756128243222668,-0.40654567451482276
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4207705023385621,2.2483885898404097,-1.4238941311955935,-0.6207351045119466,-0.756128243222668,-0.31741952487825587
602.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.7081152046338858,0.2655010263376359,-1.4238941311955935,-0.8248906596991151,-0.7064843887554033,0.8210409148190227
1204.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5382221223759314,-1.2216646462894445,-1.2303011050187882,-1.3693054735315646,0.9814066631315997,0.716539903789625
1128.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6123336372021112,2.2483885898404097,0.5120361305724593,1.284716743901627,-0.3589774074845497,0.3398557996652669
1204.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7617124463834049,-1.2216646462894445,-1.036708078841983,0.19588711623672778,-0.011470426213696159,6.002128971993788
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.22920736747501338,-1.2216646462894445,-0.8431150526651776,-0.008268438950440818,-0.3589774074845497,-0.3219839368542526
2471.48,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.1550958526488333,0.2655010263376359,0.31844310439565404,-1.0290462148862838,-0.40862126195181453,-0.46612326241204266
120.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7924626851305808,0.2655010263376359,0.5120361305724593,-1.0290462148862838,0.3360365550571574,-0.46636349462130566
1204.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19728017833108852,0.7612229172133294,-1.036708078841983,1.5569241508178517,-0.756128243222668,0.2682666013048978
